mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,spectral_centroids,spectral_bandwidth,spectral_contrast,spectral_rolloff,meanfreq,maxfreq,minfreq,label
-543.9499512,58.34555435,-12.47417736,8.596870422,10.03904343,-1.621073484,7.556300163,-5.049964428,-13.02005959,-1.163001299,-1.468555093,-0.888967991,1.719420671,-3.320400715,-0.846352637,0.540740728,-2.648478508,0.922916353,0.406304121,-3.290655136,2464.67022,1947.684422,19.60450752,4760.038154,2464.67022,3380.375276,1133.251433,0.0
-418.3930664,140.9009552,-5.699632168,14.72502136,-0.19923006,0.683534861,19.54417038,-11.47019196,-6.920356274,-1.212750793,-10.60123825,9.216990471,-4.728737354,-17.65986443,3.720726013,-1.796083689,-2.390824318,4.682378292,-5.973092079,0.472569674,2098.339066,1789.874725,22.21127646,3832.462754,2098.339066,4170.564318,594.7215503,0.0
-373.8228149,152.6634674,11.45271587,-6.733075619,-1.462263823,-14.00488663,-2.900125265,8.971909523,2.26613307,-8.738466263,-7.990006924,2.034308434,-1.456422687,-7.869911194,0.01324608,2.10717988,0.436573029,3.844778776,-3.246959448,-6.911856174,1353.403035,1370.060712,21.55611323,2571.986607,1353.403035,2200.266798,764.6577859,0.0
-399.7165527,125.4228363,52.88037872,21.92319679,3.570734024,6.847322941,-0.121605366,-20.83670044,-15.27511787,-7.441119194,1.095759273,9.068192482,-4.367863178,-2.487701654,4.995521069,-6.346652508,-1.770301342,1.228656411,-7.856563091,-1.182543039,906.2985882,1154.832881,23.84887355,1371.252725,906.2985882,2679.685415,353.2022479,0.0
-453.1838684,104.3550339,27.50849915,17.75943375,8.815518379,1.01376915,5.709326267,1.947249651,4.266264439,5.475889683,-2.148943424,-3.483941555,-6.46059227,-5.629221916,4.356060505,4.651315212,0.844402015,1.722691059,2.246165514,4.229070187,1759.561482,1561.75237,22.21356324,3553.915334,1759.561482,4687.746263,359.5389025,0.0
-342.8560791,177.1707153,1.675399184,34.51439667,15.96786785,-11.50919724,9.291505814,-4.472766399,3.01563859,10.82780266,-6.22173214,5.439078808,6.317662239,-2.498148203,5.461690903,0.716879904,1.016059399,4.295334816,-2.468407393,1.62669754,1406.040375,1526.805809,21.088714,2947.606286,1406.040375,2406.829606,422.2147683,0.0
-506.4902954,102.8564835,38.54123688,14.42305565,13.19273853,8.884368896,8.467551231,10.15788651,2.142418146,-8.606752396,-7.593417645,-1.556675434,-4.846782207,-10.26468372,-7.009386539,-3.227391481,-5.422851086,-5.246286869,0.945747197,2.740281343,1043.294771,1261.436988,21.56983738,1903.365734,1043.294771,2407.963287,376.5788319,0.0
-345.6617126,104.2467346,-22.16251945,37.47297668,24.60395241,3.501589537,24.23762321,-2.739635229,-3.785666466,1.06994772,-14.94588947,7.629927158,8.391852379,-7.979098797,3.12736249,-9.013960838,-12.82655525,3.94096756,-9.14262867,-11.31759262,2228.084064,1656.032677,24.10059051,3945.880269,2228.084064,5871.133377,395.0400256,0.0
-455.9491272,131.0748749,17.96450424,-7.838789463,12.76327801,18.89899445,8.325813293,-1.067242265,-0.7818048,-7.564649105,-14.39913082,-0.184357941,6.543489933,-7.470128059,-10.73002434,-3.823248386,-1.31280458,-0.535576046,-4.319014549,-3.587593794,1180.393435,1194.428949,21.28631217,2200.149891,1180.393435,2279.75322,274.3969496,0.0
-516.2376709,76.24829102,17.34432411,20.1693306,18.84989929,-13.77042484,-25.22379303,-7.154452801,2.818820715,-6.048054695,-10.11663246,-2.267903328,-1.362223864,-5.024871349,-0.636705041,0.717767358,-4.153409004,-2.8690207,1.357106805,0.343745381,2031.029512,1596.18478,19.24207906,3699.559411,2031.029512,4757.272866,380.0973657,0.0
-430.7769775,143.9028015,11.69926357,-8.228715897,8.484266281,-6.29681015,-15.11131191,-8.197647095,-5.173867226,-7.617141724,-9.877246857,-7.554068565,-6.296267509,-6.074925423,1.868858576,3.299312115,-7.168797493,-5.599685669,3.016414404,-1.425236821,1610.082609,1138.87722,21.02686788,2682.299237,1610.082609,4642.529865,531.4707019,0.0
-453.3263245,146.1516266,20.93834496,-0.571528196,-7.941677094,-9.569904327,-3.861329317,-15.20968914,-9.435006142,1.814376116,-0.849374056,-1.859743714,-6.166984081,-4.228443146,1.445446968,-0.89696312,6.152585506,7.539911747,-4.383656025,-2.241449118,1768.717092,1410.458025,20.9217856,3321.334484,1768.717092,4696.567862,403.4245215,0.0
-450.9706726,98.89757538,-2.32908082,17.59042549,30.61855698,15.40696907,14.60089016,3.371053934,-4.318211079,-4.129678249,-8.384886742,0.626877069,7.683846474,2.996017218,2.271619797,-2.955253839,-5.970050812,0.082692139,2.626248121,6.539787769,1658.072036,1588.928462,21.04764842,3243.640988,1658.072036,3714.1916,376.1783672,0.0
-330.539032,166.4204254,7.951698303,11.92724514,-0.666131556,-13.62553692,1.471021175,-5.001534462,8.129710197,14.57684231,1.740994811,3.96987772,-8.990174294,-11.70875359,8.741244316,5.684404373,0.481216341,-0.160403579,-5.977129459,2.902204275,1621.399881,1546.240896,21.90830289,3069.517624,1621.399881,4754.329828,621.0606386,0.0
-357.197998,145.2296448,4.631976128,3.090969563,34.08580017,14.6915226,-5.628256798,-4.602767944,-3.886291981,-12.05613899,-10.35727882,3.379394054,1.396197677,-6.556808472,-1.548718095,-4.609369278,-9.516441345,-0.334668219,-3.464905262,-13.92253113,1026.916907,1062.052488,22.60767787,1893.373001,1026.916907,1629.022066,553.9882631,0.0
-367.4058228,144.4275818,13.52079773,1.902108192,36.63070297,26.78503036,4.308837414,-0.437610686,-2.562063694,-6.086966515,-6.218031883,-9.05267334,-12.93240166,-6.713035583,1.25625658,-2.346606493,-5.286589622,-2.040515184,-6.96591711,-12.53406334,993.7651282,1046.424783,22.17573798,1810.932958,993.7651282,2284.982728,393.7887037,0.0
-628.2486572,115.6959,-6.027626038,-6.002548695,-5.720487118,-3.831286907,15.29726028,4.277693748,-6.056000233,-7.458493233,-10.57966042,-1.816306114,0.444037586,-3.337885618,-2.788555861,-2.160002947,6.273756981,6.558366776,-4.281841755,-3.685281277,2274.607459,1673.196578,20.2467723,4165.220749,2274.607459,3789.181045,633.6028867,0.0
-407.9765015,132.3904877,16.47093201,22.61849403,25.28336334,10.24359226,3.493667126,-8.115087509,-5.451573372,-8.041215897,-8.633086205,9.449647903,6.987697601,-1.835335016,0.156979531,-5.352688789,-0.043242726,5.618940353,-3.749446392,-5.354935169,1399.069411,1771.507704,21.52126767,3297.851563,1399.069411,2413.4586,770.7003748,0.0
-413.7303162,142.1893768,21.84878922,11.5514822,4.423724174,18.29188347,29.03170586,-6.50346756,-8.501616478,0.92014122,-11.16170979,-0.644603133,0.179474011,-8.213305473,3.500629425,1.832244277,-0.697809756,2.488896847,-10.45424938,-7.827030182,1317.796019,1497.802437,22.68048872,2406.749637,1317.796019,4617.117244,396.8098491,0.0
-498.7480774,141.0987244,24.73062706,8.334506035,5.182684898,10.37003326,4.611984253,-16.33451653,-4.350290298,-3.76601243,-8.170080185,9.249375343,-8.892145157,-21.66041565,4.265861034,2.681685209,-8.521951675,-1.929272056,-1.020918846,0.241257474,1482.979187,1565.098335,21.7193233,3047.78343,1482.979187,4540.152232,525.0870025,0.0
-432.9046021,103.9252167,-8.306607246,-3.413655996,15.6496954,-5.161537647,-4.645680428,8.153918266,-2.665343046,-14.75782871,-10.91363049,-6.334501266,-4.288915157,2.577094555,2.665696859,-8.593730927,-8.616206169,4.366558075,5.06755352,-4.867598534,1902.333335,1507.504354,19.41270269,3538.783482,1548.410854,6786.63733,398.5991817,0.0
-481.8546448,114.101181,26.04685783,11.85812855,22.65012741,7.729915142,-0.757250369,7.870301723,7.325489044,-1.305848122,-5.499890327,-5.834693909,0.773279548,8.717998505,3.056997538,-4.699516773,0.484344065,1.530312419,-7.612370014,-6.917176247,1454.295425,1550.760457,21.23195694,3062.522711,1454.295425,3143.226639,398.5991817,0.0
-451.8405457,139.8967743,-25.82773399,-8.130566597,7.835321426,1.06196928,3.735777378,-7.727402687,2.955677748,6.876822948,-4.263372898,-1.255443096,-8.386095047,-3.739632607,9.222193718,-3.810629368,-3.470085621,7.326937199,1.763219476,-0.870129645,1895.385413,1682.841726,22.02266612,3783.248547,1895.385413,2688.711992,1220.944667,0.0
-453.4963379,129.85112,31.7353611,27.42983055,22.11007118,2.132018805,0.561877966,4.359244823,4.343288422,-12.56326675,-20.30825043,0.236309454,5.770941734,-2.941602707,-0.520831585,-0.52503556,-2.101320505,-0.994164884,-1.741289616,-0.521499395,1516.70828,1461.669299,21.93365749,3127.975109,1516.70828,3703.21859,334.8854806,0.0
-397.0072021,185.3204346,15.19256496,-23.24835396,6.976651669,-13.63778687,-38.88489151,-11.73387337,8.947398186,-10.11587811,-18.68915367,-3.939352989,-0.203974083,-2.538347244,6.094755173,5.819492817,-8.464879036,-9.985687256,-0.313182473,-2.71779561,1110.061932,802.2057649,21.84311562,1831.667878,1110.061932,2269.029249,571.6242668,0.0
-415.0716858,119.395401,12.35834122,13.84889603,11.73120594,-3.976248741,-0.105218485,-2.764672279,0.13122116,2.243401766,-5.735114098,-2.360298395,-0.8791641,-3.959606647,-0.202930585,-2.02086997,-1.277435899,4.429381847,1.677074671,0.46997124,1204.93266,1360.583891,19.46467273,2374.523074,1204.93266,3241.793138,262.884802,0.0
-377.3601074,187.9960327,2.997622252,2.535381556,5.689394474,-8.300683022,-7.324153423,-12.89894104,3.475003242,-1.023824215,-18.32272911,-1.632021666,-3.29918623,-9.281786919,8.299732208,5.562468052,0.912604153,7.845655918,2.133265257,-4.462318897,1175.811626,1292.277826,22.03721774,2029.602051,1175.811626,2372.843383,693.824581,0.0
-457.2781372,112.4892731,14.13288593,12.44154263,-3.79228735,-23.74474716,-8.075695992,0.67266351,-0.046789557,-4.437730312,-6.10707283,1.91016829,-0.471392632,-4.952084064,-2.981247663,-5.24742651,-2.352618694,0.760567427,-2.413079023,-3.864386797,1734.263908,1542.377068,20.43390029,3365.302507,1734.263908,5172.125376,501.7391919,0.0
-517.184021,114.0095367,48.70944977,4.465579033,-7.201599121,2.854265213,9.176121712,2.986481905,-2.341268301,-4.468648911,-3.845463276,-2.013435125,-5.085191727,-7.460468769,-7.039432526,-7.204703808,-4.030352116,-0.810259461,-0.539665341,-0.197903961,1643.440826,1322.666196,19.63425639,3028.297602,1643.440826,6422.161061,332.6149093,0.0
-609.3665161,115.3172226,28.73046875,14.2050209,0.7541067,-18.28582764,-10.30384922,-2.644662142,-3.217363358,-2.097067356,-3.323717117,-5.182619572,-6.679802895,-6.19143486,-5.952419281,-8.862901688,-4.98815918,-0.184881136,-4.492922306,-5.589348316,1847.665359,1584.25592,19.92310839,3616.120094,1847.665359,3374.772034,434.5226174,0.0
-471.7396545,85.75337982,34.83110809,21.14716721,-3.391531467,-17.48138618,-10.63678169,-2.833701134,5.494354725,-4.298638821,-12.61091614,0.224281713,-3.401279688,-10.60331821,0.700890899,-0.539274931,-7.041056633,-1.452469468,1.814375043,2.415247679,1936.734005,1544.547799,21.52856223,3491.460756,1936.734005,6008.434414,342.6927133,0.0
-503.3019409,175.725647,31.64148712,-3.17057848,-15.88256836,-35.25322723,-21.68178558,-8.616880417,-8.392310143,-2.353013992,-0.668108165,-6.989894867,-13.42928791,-13.52908134,-6.096041203,-3.414743185,-5.346103668,-3.625538588,-3.477118731,-2.334135056,1125.096464,1052.273921,20.98508081,1847.156613,1125.096464,3327.796622,414.0274248,0.0
-486.4667358,131.0995789,0.301901162,11.86892986,-8.63360405,-15.73516083,3.145661116,-18.94440079,-19.87282372,-14.38811493,-13.70919418,7.556357861,-2.334711313,-12.70641232,1.093058467,-5.478330612,-3.647321224,-0.015906211,-10.31577969,0.953619897,2169.164082,1562.317671,22.31086262,3714.98494,2093.495568,6778.285452,318.3488446,0.0
-472.8227844,59.12264633,5.862420082,21.19877052,7.413361549,5.18781805,-1.542490244,0.224684238,5.923814297,-2.40432477,2.312843323,-0.836069167,-1.054055452,0.783525467,-2.79981041,-1.051963925,-3.062432289,0.671461165,-0.718298316,-3.352431297,2512.599082,2500.147907,20.99520515,5196.607802,2512.599082,6591.024368,318.3488446,0.0
-418.5258789,125.3935394,-4.426231861,-2.539461136,8.522199631,4.500678539,-14.71822548,-20.5676918,-3.787148237,-9.902090073,-9.242649078,-5.737695217,-14.36371994,-5.225595951,-0.121724032,-7.065995693,-5.406252861,-0.239875644,-0.841076791,-5.436869621,2044.686664,1636.531749,23.0503891,3559.488932,1991.871879,9812.95698,426.5808366,0.0
-447.2825012,128.1204987,18.62823486,26.12615204,15.26333237,6.405322075,5.093706131,6.303864002,-5.55428648,-11.23843956,1.99284184,-8.245278358,-3.706457138,5.061873913,-1.980637789,-2.119295597,-3.284062147,2.008578539,-2.319578886,-6.110803127,1878.347072,2299.143208,23.28280365,4248.34866,1878.347072,5534.653066,426.5808366,0.0
-431.157135,141.4584656,5.491869926,36.43325424,20.10291481,11.32560921,4.233922958,7.033524036,-1.521306515,-11.48381519,3.478821754,-10.06146145,-2.316843271,2.098255873,-6.363840103,2.458907843,-0.867305338,3.434981346,-1.167013884,-4.741041183,1714.321602,2153.249384,23.49040796,3801.835626,1714.321602,5158.94128,433.3802648,0.0
-498.2052307,116.6110535,8.445889473,25.45908165,5.329999447,8.899348259,-1.185173392,-12.85269737,11.222188,-6.072199345,-12.25613499,-4.944394588,-14.85146713,-0.581139266,4.53757143,-7.024686813,-7.77472496,-4.10657692,-2.126875401,-4.100621223,1649.627352,2016.039765,23.21138931,3460.699857,1649.627352,4300.181847,497.9608424,0.0
-481.9466553,110.4286194,-9.014797211,19.48638535,8.501504898,11.47455215,1.080812931,-2.579512119,4.514984131,-11.29274464,-7.232205868,-5.103623867,-2.597401142,-2.191126108,-2.518737793,-0.087838136,-4.914833546,3.386707306,-0.36871314,-4.120341778,2246.594824,2139.217124,22.23357311,4386.529738,2246.594824,6073.947587,345.288497,0.0
-448.1307983,82.51872253,4.993994236,16.74623871,24.76337814,10.72434711,-2.781297445,1.81115067,4.71475029,-3.509207249,-1.316380143,-3.819129944,-6.51829195,-1.848438263,-1.921822906,-3.120905161,-1.092910647,0.485226303,-4.431950092,-4.806586742,1955.907632,2245.388776,22.39376168,4259.027525,1955.907632,4675.367437,272.8638882,0.0
-557.5979614,159.7293091,-14.54172039,21.65217018,13.19998169,-8.335641861,11.94562054,-5.744327068,2.726343393,13.4562912,-10.1960001,3.320316792,11.82729721,-5.698853493,-3.515879869,-4.317033768,-2.383381128,3.220964432,-4.995773792,1.941645741,1539.863345,1714.236895,21.56405776,3458.23492,1539.863345,2691.693055,778.5735716,1.0
-523.6766968,107.7266922,22.3645134,-17.45183945,-20.7175293,-22.87364388,-18.02402115,-2.971393585,0.756632626,-9.148790359,-13.42903996,-9.625200272,-6.920416832,-3.504934788,0.217542529,-3.548382998,-10.21227741,-9.847147942,-7.020530224,-8.200726509,1482.115629,1228.088994,23.20220022,2815.702217,1482.115629,3030.91179,688.6975704,1.0
-422.8046875,140.3212891,-61.53693008,12.72201538,31.64302826,-14.18043709,12.76113129,11.8639698,-4.646134853,7.206949234,3.606372356,1.997504592,4.072180748,0.665591836,5.543685913,0.51477325,-1.100861907,7.610586166,-0.071640864,-2.230989456,1925.969991,1729.143962,22.33230912,3927.393714,1925.969991,3920.823783,607.1301086,1.0
-438.8357544,165.9988556,-1.072528601,12.23901844,25.49852562,-0.188668728,5.240767479,8.773182869,6.576722622,7.05962038,1.381895542,0.049412806,0.663280487,0.250788808,-3.099939346,-6.405940533,1.418522239,3.72786212,-1.416365385,2.52494812,1172.025602,1409.00792,20.52778266,2253.860828,1172.025602,2502.465858,515.9444484,1.0
-517.1990967,83.58231354,4.163994789,4.290886879,-0.700836301,-7.688323498,0.995953739,-4.283016205,-9.04841423,-8.692931175,-6.123427391,-0.337024003,-6.591402531,-7.922221661,-0.511092246,-4.548201561,-4.023086548,-0.376049638,-4.884669781,-2.18098712,2020.346037,1675.20364,20.05253525,3713.0496,2020.346037,3315.860823,427.0517629,1.0
-428.7616882,194.2610168,-21.33007813,21.6389389,3.358962774,-10.83042526,20.58592606,-6.918876171,4.148184776,17.13177299,-2.805130243,12.63472652,8.63589859,-0.363486171,10.16570663,-3.192810774,-0.935170293,5.20269537,-4.793724537,4.609135151,1339.006356,1668.213684,20.22647844,2694.310238,1339.006356,2075.745609,720.3194907,1.0
-304.085144,127.157341,-21.52394295,13.62369061,-3.343232632,-24.44090843,16.89914894,3.82247448,-5.393791676,18.39811325,2.460466146,-11.56147861,-5.152657509,-2.726387024,1.117288828,-9.850085258,-16.46172714,-6.986786366,-11.87129498,-10.15843296,1719.363391,1767.642734,25.2111884,3884.674782,1719.363391,2759.492727,574.1941107,1.0
-355.7271118,182.7781982,-24.34288979,-4.142933369,-4.63021183,-30.47922325,-4.411262035,-7.627506256,-10.14851189,0.593387306,-10.32248497,-7.960292816,-4.046361446,-6.047388077,5.233273983,0.484371066,-8.642618179,-0.854915321,-1.478247285,-7.272965908,1554.116375,1419.810286,22.67694497,2958.465576,1554.116375,3255.967235,850.1095585,1.0
-551.4788208,191.1062622,4.742797852,18.47420883,-13.85386276,-21.18284988,23.53522682,1.387634277,-5.513562202,2.326158047,-10.88687515,0.633089066,-0.976467311,-7.022425175,2.973626137,-4.836995602,-1.765832305,1.759922028,-9.89056778,-1.378222942,1191.029749,1513.145418,23.15957518,2288.938492,1191.029749,2596.378147,760.1423629,1.0
-417.7767029,166.0792236,-16.32687187,7.62413311,-0.055486161,-20.71765709,18.53393745,13.5531826,-7.737305641,-10.30585766,-12.54165649,4.987045288,-1.008312464,-24.99285698,-9.213606834,4.08216238,-3.579142094,-7.089321613,-15.57291317,-13.30574417,1462.135817,1390.330445,26.72441124,2595.362464,1462.135817,3262.416892,388.3902659,1.0
-547.8651733,150.4801178,-42.7217865,17.39049149,8.145612717,-29.60264587,10.7077055,-1.441914201,-14.74911976,3.94943881,-7.829456806,-3.547761202,6.696928024,-6.50733614,-5.585338116,-4.69453764,-9.056113243,-6.336489201,-9.847265244,-5.04962492,2258.668857,1837.704371,21.54791669,4481.580946,2258.668857,3322.814971,945.9843995,1.0
-460.5653381,147.6524506,-8.196677208,-7.796884537,-5.691222191,-16.77043915,10.83297253,6.589544296,-16.91586304,-15.25185394,-10.24672413,-2.368685961,-0.417811036,-12.51138878,-10.82703114,-2.564174652,-6.127097607,-8.469565392,-7.052672386,-7.793700218,1571.823942,1499.390216,23.40029315,3197.4246,1571.823942,2686.065162,754.9426315,1.0
-282.2602844,117.0915298,-17.97211647,22.38389397,-6.215674877,7.726198196,-20.09030151,-8.473542213,-0.881839275,-12.4968729,-1.619811773,-7.051165581,-8.516589165,-5.116414547,-4.656676769,-4.095982552,-2.325863838,-8.71734333,-9.899041176,-1.353709817,2631.057753,3210.577072,22.5348729,5300.662364,2631.057753,6020.379968,783.5647065,1.0
-324.649292,106.0221252,-10.99125862,34.85271454,0.82908237,4.979809761,-10.49056625,-10.72973633,0.204501048,-7.800874233,-8.772161484,-7.544312477,-3.820201397,-6.41983366,-4.528970242,-3.97858572,-5.106814861,-1.82002902,-5.527168274,-5.333853722,2816.546738,3221.996286,22.03351487,5654.604602,2816.546738,8619.083157,758.1190676,1.0
-472.3294067,141.0354767,12.12978554,16.18621254,7.01841259,-15.67801571,1.84813273,3.016456604,-3.319169998,0.511408031,-4.739169598,-2.740777016,2.062338829,0.313541293,1.863412857,-1.303396344,-0.121046893,6.868449211,-0.99003154,-6.186962128,1047.388994,1526.845583,22.32675621,2321.81141,1047.388994,1990.312771,558.3516982,1.0
-438.0034485,154.9031982,-39.29332352,15.25938606,8.05572319,-27.85001183,6.002617836,3.959630013,5.347139835,14.97006989,-0.006931799,9.337400436,11.1564436,4.166897297,16.53174591,4.475759506,-4.878659725,6.393293381,-2.43688035,-5.011423111,1462.849565,1722.229603,23.46427759,3230.650436,1462.849565,2099.616174,1040.34362,1.0
-577.8371582,157.8343201,-15.92481232,13.53505898,12.23331928,-14.08194637,9.336019516,4.992165089,-0.062255096,7.450622559,-0.632468522,3.76539135,3.59396553,-4.638965607,2.054910898,2.189575672,0.942139566,3.523622036,-1.835167766,1.64451623,1553.24494,1636.136055,20.67377042,3183.184956,1553.24494,2346.484179,597.4103862,1.0
-462.254364,136.1804047,-39.0866394,-14.05838108,8.964675903,-19.57584953,-6.396607876,-9.070297241,-26.37868309,-3.648790359,7.400804996,-7.966665268,-6.763419628,1.322873235,-0.985097468,-8.561961174,-13.61527061,-8.325191498,-3.393334866,-7.275726795,1899.479034,1569.151592,26.24663212,3905.65952,1899.479034,2970.019114,843.6258734,1.0
-415.3456421,157.8453369,-36.30324173,43.74874878,19.99546432,-21.55935669,15.33633804,-3.050732374,2.820744038,18.24698639,-5.532921314,2.688037872,4.356123447,-0.982713938,10.22159386,-1.20790267,0.836583197,6.449625015,-8.724651337,0.501136959,1666.214832,1891.624677,22.18311165,3848.950763,1666.214832,3758.785077,672.5429203,1.0
-403.3373413,86.84500885,-18.57124519,22.23735428,7.043052197,-0.816765189,-9.384057045,-7.108573437,-6.879814148,-2.759836197,-5.032387257,-11.14449024,-2.55363059,-4.164523125,-6.323595524,0.379307389,-3.486538649,-3.94183135,-3.305032015,1.270964742,4798.305169,4344.542924,20.40445719,8789.861675,4798.305169,14458.11025,614.0613927,1.0
-382.5013428,194.5575867,-57.15786362,21.65755653,6.626788139,-18.73770332,25.74188232,-8.078615189,-3.521374226,15.17351532,-10.40850067,8.394783974,8.731351852,-7.663475037,6.991388321,-3.425403595,-2.888103724,8.684271812,-5.632516384,1.201966763,1785.510705,1751.706773,21.0540497,3748.273983,1785.510705,2498.774577,998.1146249,1.0
-492.8139954,139.2793732,-0.558116138,16.07559776,17.85978508,2.43930459,19.50152016,12.89560032,2.503702879,2.856693029,-2.876361132,-1.837267637,0.736063063,4.981769085,4.137928486,-8.259823799,-6.589809895,-3.261142492,-8.161212921,-1.307886481,1155.757293,1514.861302,21.88608995,2372.488839,1155.757293,3049.456103,554.0562621,1.0
-256.9008179,143.2320862,-22.23834991,8.953372955,2.662788391,-22.62356186,-5.402359009,-12.76875973,-8.250434875,-3.085289478,-12.54005623,1.403552294,2.718342066,-5.291384697,-4.979000568,-15.57526016,-8.117790222,-3.20301652,-20.2185421,-9.678244591,1393.81945,1357.920291,24.76074412,2481.445313,1393.81945,2854.210985,265.7205565,1.0
-414.5106506,114.3924179,2.055850506,-8.010875702,-17.28603554,-10.26813507,7.323928833,-10.51110649,-8.493940353,0.24902162,-10.84611988,-0.992734134,3.196202517,-7.145612717,-1.097959042,-2.440304518,-7.729000092,-2.588864565,-5.064555168,-4.855964661,1992.033223,1854.16609,19.98177347,3915.716912,1968.870045,6266.590346,245.794003,1.0
-498.1414185,142.3081055,16.67986488,-19.32421684,-19.71312714,-12.05383587,6.787964821,2.264875889,-11.82408905,-10.10882568,-9.351964951,-5.814523697,6.242265224,3.884158134,-9.035784721,-8.497775078,-0.461331576,-0.607501328,-3.618340015,-3.386099339,1712.977873,1376.3608,19.6506508,3260.128997,1712.977873,3821.721554,245.794003,1.0
-400.5236206,97.99479675,-5.869184017,-6.199284077,8.130253792,2.359874487,10.83421516,12.03999138,0.718208194,-4.032800674,-3.556987762,-1.762975216,-3.781134844,-5.336135864,-1.703360558,-5.778499126,-9.329651833,-0.819527328,-0.715200663,-6.392861843,1427.780638,1328.753987,22.05064388,2644.077035,1427.780638,3345.390437,372.9005443,1.0
